material_id,formula,bl_mean,bl_min,bl_max,bl_std,coord_num,bandwidth_W,uw_ratio,distortion,frac_octahedral,n_tm_sites,total_magnetization,num_magnetic_sites,is_magnetic,formation_energy_per_atom,energy_above_hull,nsites,volume_per_atom,density,nelements,band_gap,efermi,is_mott,is_mott_uw
mp-csena,MgTiMn5(PO4)6,2.137775424491554,1.838832020890592,2.407589693849358,0.0957397914673793,6.0,2.6675098413832306,1.6025393632725875,0.0399169962748255,1.0,6,23.0011776,5,1,-2.610749787455287,0.06915947777027,37,13.084332298774596,3.144260283539027,5,0.8149000000000001,1.67598477,0,1
mp-csfzk,MgTiMn5(PO4)6,2.141114183105492,1.8632794340474532,2.475562504957204,0.0974929637397937,6.0,2.659049312733275,1.6150379405539144,0.0377958919423388,1.0,6,23.0003987,5,1,-2.608101543671503,0.071807721554053,37,13.004675628197278,3.163519610936025,5,0.4961,1.54357992,0,1
mp-csgav,MgTiMn5(PO4)6,2.1260126646816637,1.834632620750105,2.449718844944091,0.0979034605796038,5.666666666666667,2.5548516274299473,1.709082378970194,0.0520102796329743,0.6666666666666666,6,23.0012821,5,1,-2.615919612860693,0.063989652364863,37,13.193217646549387,3.118310292896892,5,0.9099,1.50849659,0,1
mp-csgbo,MgTiMn5(PO4)6,2.135056347267092,1.8573237367249809,2.5590832350289356,0.1165829433765937,5.833333333333333,2.610951499333218,1.6560021573556152,0.0456278356319174,0.8333333333333334,6,23.0001071,5,1,-2.586906745022856,0.0930025202027,37,13.108792884354786,3.13839319505648,5,0.5829,1.63869727,0,1
mp-csggw,MgTiMn5(PO4)6,2.140315460301947,1.8344799180576077,2.490446565591418,0.1232951331901314,6.0,2.6688549586140873,1.5959175497971052,0.0472684179756048,1.0,6,23.0001093,5,1,-2.63045575015799,0.049453515067567,37,12.652244765893755,3.251640095879673,5,0.5975,2.15218449,0,1
mp-csimv,LiLa2TiCrO6,2.1799048040873292,1.96234175167954,2.640345112497396,0.1943088527188398,5.5,2.3754486325298725,1.785586653410826,0.0734568160284138,0.5,2,2.9950476,2,1,-2.999418871515151,0.291394745227274,11,13.767993900422596,5.269626707136032,5,0.2176,7.3265769,0,1
mp-csiwr,LiTiV2CrO10,1.8151326379664448,1.6311130245652177,2.0030349449523777,0.0641473445901463,4.5,2.7476537757089243,1.1899067635649845,,0.0,4,0.997261899999999,3,1,-2.375540340444445,0.111180607512366,15,14.149924577755629,2.8843940300548043,5,0.6066,0.39511286,0,1
mp-cszno,SrCa7TiMn7O21,1.9823931188179769,1.7911064865013224,2.5577114628111333,0.0658271369071993,5.21875,2.65948816117421,1.5034693136030748,0.0294038254871097,0.5,32,108.0000005,28,1,-2.65281077956353,0.095241192545037,148,12.87398563511541,3.962204881304548,5,0.0,3.21874179,0,1
mp-csznp,SrCa7TiMn7O20,1.998439683344858,1.784209848676758,2.610710123685935,0.0579855179051169,4.9375,2.479345751610775,1.6377517774188863,0.0351203231761576,0.375,32,116.0000009,28,1,-2.664362418370849,0.104458032916663,144,13.429457850850508,3.84887510137122,5,0.1342,3.21114599,0,1
mp-csznq,SrCa7TiMn7O21,1.9852505116468055,1.803293582223915,2.5218082348877835,0.0572078239327983,5.25,2.6643863255082763,1.7021501455382484,0.0397015603352702,0.375,8,27.0022841,7,1,-2.662813598212178,0.085238373896389,37,12.759996186541,3.9976006246069753,5,0.0,3.26600123,0,1
mp-csznt,SrCa7TiMn7O22,1.969137320270531,1.788730243660183,2.5539568780411024,0.0529945066364499,5.46875,2.8258602217210096,1.4016346136098436,0.0201284233977639,0.65625,32,100.0003971,28,1,-2.642215405956594,0.075829442039462,152,12.209814184594228,4.125055818218904,5,0.0,3.29381958,0,1
mp-cszos,SrCa7TiMn7O24,1.9548070257200751,1.906076712024156,1.996425285172249,0.0129231822099907,6.0,3.1408740659829766,1.5887460554411088,0.0056782099410903,1.0,32,84.0000051,28,1,-2.613636894971263,0.048894773416663,160,11.11355736819935,4.424887243330186,5,0.357,2.84420554,0,1
mp-cszpa,SrCa7TiMn7O23,1.957835279762603,1.7813903038901775,2.5115700401465544,0.0371852915164677,5.75,2.9983734450888595,1.6146372691399151,0.0152045337721598,0.84375,32,92.0218288,28,1,-2.629935293560272,0.059641257200857,156,11.61968283155627,4.282039956111007,5,0.0,3.25225056,0,1
mp-cumne,SrLaTiMnO6,2.009661236542982,1.9161983468343764,2.2234692882310356,0.076562382528045,6.0,2.989317915344839,1.5502427704874588,0.0344608553271362,1.0,8,0.000102699999999,4,1,-3.253661642376438,0.091104722261913,40,12.411557570689313,5.690437758608669,5,0.7541000000000001,5.17883366,0,1
mp-cusxn,SrLaTiMnO6,2.013224482378929,1.8663849354746,2.212853290035513,0.0934854372585688,6.0,2.9817601453585563,1.5525244030639085,0.0425127770912243,1.0,4,8.0010948,2,1,-3.256891941126439,0.087874423511914,20,12.448564711677715,5.67352120338355,5,1.5587,4.79366596,0,1
mp-ewdnk,MgTiMn5(PO4)6,2.148204135003522,1.8632521008912368,2.546979232616552,0.1288729174267278,6.0,2.656554904800626,1.6220175013488969,0.0488195317902803,1.0,6,23.0000101,5,1,-2.641318095293125,0.038591169932432,37,12.807115927452838,3.212319355638577,5,0.2271,1.839461239999999,0,1
mp-ewebe,MgTiZn(BiO3)2,1.9515305672800023,1.7211379321785265,2.0292645431213656,0.1162316773197635,5.0,2.657455730720214,,,0.0,1,0.3654963,0,0,-2.144567317121213,0.209370949469693,11,14.459206402789016,6.802238244011895,5,0.0,5.12927426,0,0
mp-eweux,La2MgTiZnO6,2.020698977932103,1.8757938694023837,2.241367568534516,0.1174083507529783,6.0,2.967257151390778,,0.0473229470406451,1.0,1,0.0,0,0,-3.0471549416666672,0.308486297045456,11,16.04083444348786,4.8126056588741495,5,1.6889,4.4712179800000005,0,0
mp-ewewn,MgTiZn2WO6,2.151107215133398,1.9186416473876695,2.243944771263948,0.0631567801751825,6.0,2.605763538502189,,0.0208452932175624,1.0,2,3.958936999999999,2,1,-2.165614995303031,0.291955865227273,11,11.70785250172777,6.225441813265698,5,0.0,5.3378684100000005,0,0
mp-ewfck,MgTiZn2WO6,2.180305514311632,1.9043960321187563,2.3941497485798595,0.1121956606439605,6.0,2.556060086831561,,0.0500554805587859,1.0,2,3.9704222,2,1,-2.149269013484848,0.308301847045456,11,11.38971400753542,6.399331401963371,5,0.0,5.87530663,0,0
mp-ewsvz,MgTiZn2WO6,2.1719062785364325,1.9015429658414944,2.3389577238304176,0.1094686768459523,6.0,2.574311616370303,,0.0496553705812477,1.0,2,2.0806017,2,1,-2.154954807121211,0.302616053409092,11,11.32437808258997,6.436252302442888,5,0.0,5.89542654,0,0
mp-exlwj,Sr2MgTiMoO6,2.1149097087061115,1.879962129547396,2.2747852908096378,0.0820378398814914,5.5,2.4673063455814948,1.7779494106199365,0.0159234081063751,0.5,2,2.0,2,1,-2.79244705621212,0.255201636590919,11,13.521962031843202,4.904850214179891,5,0.156299999999999,6.02378562,0,1
mp-bloz,Li2TiPO4F,2.180259428811252,2.105876164570431,2.229229765687061,0.0335818224202626,6.0,2.526608522054836,,0.0136605325308532,1.0,2,4.0006157,2,1,-2.7066642327380963,0.27078143862698,18,11.01872818590208,2.9423427441637333,5,0.0097,5.67951532,0,0
mp-fyjnm,ZrTiP2SO12,1.9752355216910849,1.85694945124336,2.1523806725232313,0.0765937706358927,6.0,3.090794031633504,,0.0333620723044748,1.0,6,0.0,0,0,-2.885574782654063,0.006132204656863,102,14.889734742655564,2.788692088365796,5,2.5328,0.06644842,0,0
mp-fyjoe,Na5Y3Ti(PO4)6,2.005751467858517,1.9023365227665736,2.104553942643009,0.0340298515560912,6.0,2.9872662582212524,,0.0131933191647479,1.0,3,0.0,0,0,-3.046900321233001,0.042537153084604,117,14.461835258473108,2.942278136313316,5,1.9071,1.24315945,0,0
mp-fyjor,TiSiGe(SO6)2,1.9691703930166655,1.7716002133691495,2.165418749989554,0.1252768845216162,6.0,3.136367985608685,,0.0566440743423794,1.0,6,0.0,0,0,-2.332957388921569,0.058487798529408,102,13.725560982829796,2.880180430989711,5,2.5644,0.574821399999999,0,0
mp-fyjox,TiGeP2SO12,1.951927383815138,1.8531116124823697,2.1539683577637265,0.0783177826501667,6.0,3.165607797303918,,0.0350853044971126,1.0,6,0.0,0,0,-2.501183553536415,0.012306618431352,102,13.28657148563552,2.988553012456089,5,2.6428000000000003,0.8110635700000001,0,0
mp-fyjpg,Na5TiAl3(PO4)6,1.9522981591609392,1.8482142858407051,2.0589598665706115,0.0352909007500845,6.0,3.1527205917570016,,0.0155380411232432,1.0,3,0.0,0,0,-2.905228696446676,0.022729070435041,117,11.82086802929556,2.930488318348134,5,2.1527,2.77052181,0,0
mp-fyjqi,Na5TiNb3(SiO4)6,2.000039480552959,1.85468866598854,2.112163934297126,0.0532731502917237,6.0,3.007107753745832,,0.023563595139319,1.0,12,0.0,0,0,-3.011138610860596,0.033119580512828,117,13.581691649636516,3.11624563176218,5,2.8114,1.34401721,0,0
mp-fyjqk,ZrTiSi(SO6)2,1.9909494258133664,1.7711785908796784,2.2083775243298502,0.1241332583156506,6.0,3.066401009822465,,0.0556575447598088,1.0,6,0.0,0,0,-2.7143660203921582,0.016567398210785,102,15.245575074358596,2.7120888639185363,5,2.3847,-0.11190917,0,0
mp-fyjve,TiSiSn(SO6)2,1.993207754198198,1.765922551014537,2.2237528698397053,0.1418117068734329,6.0,3.0710632882700324,,0.0625149349489086,1.0,6,0.0,0,0,-2.365084667352942,0.033364455551462,102,14.73838410635455,2.9875834894683972,5,2.2136,0.99119429,0,0
mp-fyjvj,TiSnP2SO12,1.973689599047747,1.8485328121502864,2.157922951692982,0.0870436781531634,6.0,3.09977522984536,,0.0390723303613254,1.0,6,0.0,0,0,-2.535306267261905,0.0,102,14.361870214877111,3.078128645341854,5,2.5601000000000003,0.82064002,0,0
mp-fyjxw,Na5Ta3Ti(SiO4)6,1.9873860064579203,1.85411767937237,2.1064196092152345,0.049408032303525,6.0,3.044646471525915,,0.0219294972959555,1.0,12,0.0,0,0,-3.111669648946066,0.016499900491446,117,13.427470574633764,3.98956453280896,5,3.038399999999999,1.57413541,0,0
mp-fyjyo,HfTiSi(SO6)2,2.0062773304741777,1.7622479560038384,2.229172932887,0.1521239418382951,6.0,3.03828844539157,,0.0673769246451854,1.0,6,0.0,0,0,-2.754268448921569,0.012755486642152,102,15.113076190491546,3.299883437183997,5,2.238699999999999,0.06161684,0,0
mp-fykal,HfTiP2SO12,1.974097971796328,1.853560928479609,2.1921037774452903,0.0923319957743208,6.0,3.101458609949401,,0.0416644915711238,1.0,6,0.0,0,0,-2.931338183242296,0.001111271813725,102,14.675883522672777,3.410147049756309,5,2.6443,0.20323516,0,0
mp-fykbz,Na5TiIn3(PO4)6,1.9896167741098427,1.8945056591740737,2.0756663716396533,0.0284089059765998,6.0,3.0345871901053125,,0.0119048967601151,1.0,3,0.0,0,0,-2.626674907557787,0.027253552649572,117,13.488490546680897,3.399980024034517,5,2.0686,2.08982006,0,0
mp-fymef,Na6Ca7Ti(SO4)12,1.971896626627057,1.940002192225887,2.0364300259054735,0.025317063609688,6.0,3.0876960740068173,,0.0109069395716076,1.0,3,0.0,0,0,-2.459471703129854,0.019518481402029,222,15.6073148684186,2.327896212272014,5,1.9961,1.76800835,0,0
mp-fymfz,Na6TiZn7(SO4)12,1.9640237420255235,1.9286135943495508,2.0094148888019867,0.0275644714569568,6.0,3.1127596593064717,,0.0127902904183686,1.0,3,0.0,0,0,-2.014997147859584,0.014561113168173,222,13.38372720795865,3.011952639161189,5,1.9552,2.17800714,0,0
mp-fymgg,Na6Mg7Ti(SO4)12,1.9677248298758503,1.928037407106044,2.0185365921596947,0.0282885060408642,6.0,3.1011371107778465,,0.0119406983797517,1.0,3,0.0,0,0,-2.33957412666589,0.0,222,13.280771812345852,2.549145338672142,5,1.8918,2.48321336,0,0
mp-fyoif,Na5TiGa3(PO4)6,1.9625114564346169,1.853398110765884,2.072406699504843,0.0320111836007756,6.0,3.119782204049995,,0.0135687664773201,1.0,3,0.0,0,0,-2.658803198391121,0.028731740854693,117,12.349668275789512,3.247086720314612,5,2.2374,1.957452,0,0
mp-fyojk,Na5Sc3Ti(PO4)6,1.9808176220377796,1.875639259611408,2.0962736181512858,0.0306594655440339,6.0,3.0626427506672527,,0.0130500196572037,1.0,3,0.0,0,0,-3.042318846403942,0.017819622329067,117,13.250571741585068,2.7875665253516413,5,2.122499999999999,1.63273307,0,0
mp-bmyxn,TiNb2Zn(PbO3)4,2.0395056917132273,1.8091144263122916,2.313562591563968,0.1391218197695147,6.0,2.9251192546213836,,0.0572011754723234,1.0,3,0.0003252,0,0,-2.358109784666665,0.052605491390633,20,13.88554199855533,7.892075418780844,5,0.6086,5.39574104,0,0
mp-bnbne,K2YTi(PO4)3,1.9799204722548076,1.896306348079701,2.090790329157292,0.050572555204314,6.0,3.067402827234986,,0.0218126621720526,1.0,8,0.001838099999999,0,0,-3.088377105882204,0.005379684802643,152,14.453586920205382,3.022655770541101,5,2.5593,0.81617134,0,0
mp-bncau,MgTiNb2(PbO3)4,2.0379650236260267,1.8107875209544415,2.345897068665414,0.1365902096627843,6.0,2.930039657477201,,0.0577398231457962,1.0,6,0.0028839,0,0,-2.516721744416666,0.019987569093742,40,13.736367331972383,7.729336456112812,5,2.3747,4.36695079,0,0
mp-bnnzu,BaLa5TiCr5O18,2.005917781059727,1.921890941339001,2.0499612299499628,0.0113190988922242,6.0,2.9833420569935107,1.248012489855685,0.0045511860928561,1.0,12,30.0004333,10,1,-3.218606116444446,0.027293000250006,60,12.337221432264831,6.405377354958606,5,1.995000000000001,6.15205461,0,1
mp-bnobx,SrLa4TiCr4O15,2.0035930760597,1.9181359484707128,2.0429182760977613,0.0141647147626831,6.0,2.9904850680654897,1.2470051998288754,0.0061114061715678,1.0,20,48.0000025,16,1,-3.237140147233333,0.0304909867,100,12.212770440849049,6.195134695280274,5,1.663999999999999,6.25319923,0,1
mp-boesl,La4TiMn5(PbO9)2,1.9986795148832643,1.9583736107883256,2.047453896693711,0.0160730503104336,6.0,3.0050034146691016,1.5376373501225014,0.006574544800186,1.0,6,18.9978877,5,1,-2.723905849432951,0.171727411857633,30,12.302336660893804,7.11137374475427,5,0.0,6.72033566,0,1
mp-boewv,K2TiCr(PO4)3,1.9858009621191193,1.9172580547774407,2.0231741631765825,0.0171377984435238,6.0,3.0446341471277627,1.2360441045549746,0.0075342524407358,1.0,16,23.9995034,8,1,-2.832048888316414,0.012351742565789,152,12.931693305534605,3.128934716724535,5,2.3967,1.54684011,0,1
mp-bpacv,Na4CaTa4TiO15,1.9979723601323187,1.862637593766679,2.116044976440577,0.0490003023949188,6.0,3.0120772002669645,,0.0207657081001017,1.0,20,8.86e-05,0,0,-3.150301182227357,0.011310086200001,100,11.99523728186208,6.332967759916667,5,2.0898,2.66525199,0,0
mp-bqzcf,Li4TiMn(WO6)2,1.9576535824421992,1.861678409897097,2.095184775527449,0.0655864525855264,6.0,3.1438700245136793,1.5763416103435843,0.0325327993087393,1.0,8,6.0001083,1,1,-2.415398239979886,0.034728406499995,40,10.20022478903717,5.618373970818895,5,1.2308,1.71033235,0,1
mp-brcat,Li6TiMn3(PO4)6,2.0600222089907056,1.8852224519190135,2.283692021269691,0.0771159613005382,6.0,2.847948136361782,1.5561532876218305,0.0301545747034798,1.0,4,12.9995714,3,1,-2.636062853374589,0.062964795187497,40,11.929981443034524,2.8678629777296463,5,0.056,1.87275577,0,1
mp-brdnd,Li6TiCr3(PO4)6,1.996228491117504,1.9321485283648896,2.076744646482455,0.0378575793061965,6.0,3.015515518532758,1.22847733761907,0.0176030971818842,1.0,4,10.0009816,4,1,-2.676488491029761,0.06701926606253,40,11.393690361253576,2.970693422147271,5,0.0,3.63912546,0,1
mp-brdni,Li6TiFe3(PO4)6,2.0337227236828817,1.888215139642696,2.1848936960438943,0.0658601927243962,6.0,2.9161111793002767,1.7328276874090287,0.0307041509677439,1.0,4,14.0000496,3,1,-2.590617163279761,0.056094133437502,40,11.733178627539427,2.925592949773846,5,1.3866,2.32839009,0,1
mp-brgma,Li4TiCu3(PO4)4,2.087939359323862,1.9018589452419996,2.6639779635845664,0.1179691449147413,4.75,2.2087132365228297,,0.0237992532591199,0.25,4,1.0009552,3,1,-2.385289850544217,0.097605855178572,28,11.688301973837596,3.2785059869597433,5,0.0,3.51860741,0,0
mp-brpti,LiTiCrSO8,1.8584060440211037,1.6105828230533363,2.231859369463231,0.0983274259767751,5.0,2.8839620925336384,1.3657974246274254,0.0605742698882484,0.5,6,2.9992098,3,1,-2.291365708125001,0.082679305336807,36,13.81314318654961,2.673411533048487,5,0.9273,0.50453441,0,1
mp-brsvk,Li8TiMn3(PO4)6,2.1607905638481686,1.939993936970888,2.34507980618233,0.0610893693182418,6.0,2.5947446131791967,1.5924787120324475,0.0240192215592091,1.0,4,14.9983018,3,1,-2.7059857200392923,0.044121179107147,42,11.87079847004808,2.791150327445017,5,1.3607,1.729696479999999,0,1
mp-brswg,Li9TiMn3(PO4)6,2.1829657120724244,2.0096388948025616,2.322894652040693,0.0524324975754743,5.75,2.426133818460447,1.7012067479717154,0.02324936413537,0.75,4,16.0013918,4,1,-2.662386331976363,0.07582889041528,43,11.757847547136,2.775226134256818,5,0.367599999999999,3.93219171,0,1
mp-brswz,Li8TiMn3(PO4)6,2.149530388938822,1.8920715849536245,2.348653387594354,0.0665559178611087,6.0,2.6165607573888066,1.558139373926248,0.0273356604799909,1.0,4,14.9988551,3,1,-2.707943851229767,0.042163047916672,42,11.75911743019488,2.817658998083447,5,1.1976,2.11069497,0,1
mp-brwlr,Li4TiNi5(PO4)6,2.0764482240064477,1.8681026359854511,2.2402618449695018,0.0629059505850881,6.0,2.7995344245836313,2.2655452116428476,0.0281238952668949,1.0,6,9.9999907,5,1,-2.390106242863094,0.08066587990625,40,11.25086236804044,3.464453519776597,5,2.3297,2.2967454,0,1
mp-bscpp,Li8TiFe7(PO4)12,2.018512229765771,1.88903842973063,2.1301348614296938,0.0551546541956258,6.0,2.95247289952007,1.805660211637976,0.0233446184977778,1.0,8,38.0099471,7,1,-2.491644083496241,0.015993014161187,76,12.257479321767892,2.91257718149956,5,0.0,0.5723271600000001,0,1
mp-bsecn,Li8TiMn7(PO4)12,1.9942414679410043,1.8844269537154776,2.1479563093979768,0.0689281297610619,6.0,3.029301027203627,1.560554328805576,0.0312180348370514,1.0,8,24.9983126,7,1,-2.546825108700415,0.013249339232454,76,11.926308800386094,2.981822917160607,5,0.166099999999999,1.36988005,0,1
mp-bsmoe,Li5La4TiNb7O28,2.038433991480751,1.7735484045910035,2.370258583074327,0.142917291777172,6.0,2.931039687303191,,0.0460092632315855,1.0,8,4.53e-05,0,0,-3.211297158222222,0.050505477666664,45,13.213442461471812,4.84954317910751,5,0.774899999999999,3.45494026,0,0
mp-bwkup,Li6TiNi3(PO4)6,2.035823325213607,1.879132688050174,2.144358902675469,0.0527683387888521,6.0,2.9057529177710535,2.183876972319285,0.0248340014655066,1.0,4,8.0343763,4,1,-2.452863179529761,0.083560513864583,40,11.705874952005011,2.9627213492507023,5,0.0,1.0921719,0,1
mp-ckks,K2NaTiOF5,1.9453637489527285,1.7156131978799911,2.133267285900008,0.1214707427485648,6.0,3.210347838712403,,0.0393671965283992,1.0,1,7e-07,0,0,-3.319039354921264,0.0,10,15.204173195441944,2.840105275520685,5,3.964,-1.18439058,0,0
mp-cqibx,BaTiMn2(SiO5)2,2.060781817622185,1.7282675771804528,2.293280209371688,0.1081966129982129,5.666666666666667,2.6953610318628343,1.702483763119178,0.0488721625524419,0.6666666666666666,6,15.9930201,8,1,-2.905999989949713,0.071200691775015,32,13.338475845231224,3.977805677593944,5,0.0,2.76332681,0,1
mp-cqklv,BaTiFe2(SiO5)2,2.077670512655493,1.7239404189707188,2.6509225448077944,0.1504222840211214,5.666666666666667,2.6871074533989066,2.0082354449966697,0.0764894449405972,0.6666666666666666,6,19.9933946,8,1,-2.770898376458333,0.107559995039062,32,13.240717319040089,4.021392341575504,5,0.0,2.18394626,0,1
mp-cqudw,Sr3TiSi4H2O13,1.999638231630092,1.9497213952758,2.0437271210725054,0.0385982974110415,6.0,3.0044625509502896,,0.0166419557180267,1.0,2,4.0001623,4,1,-2.885974773079711,0.242766856594201,46,14.214966371752157,3.215377847778942,5,0.0,1.39209493,0,0
mp-csmde,CsTiH10C4O13,2.115725813499558,2.0955878543548065,2.1359500780235057,0.0158217593339895,7.0,3.128110568740931,,,0.0,2,1.996564499999999,2,1,-1.592254346051328,0.073322924051719,58,10.774624488215844,2.374906595045386,5,0.5586,2.420898219999999,0,0
mp-bksh,KTiH2S2O9,2.052105501289714,2.021479920215613,2.0801297431670487,0.0246412641966765,6.0,2.8508223688070493,,0.011080759232666,1.0,2,2.0019642,2,1,-2.09056649253889,0.05827355592105,30,12.630351281324891,2.604075128837393,5,0.218599999999999,3.13102139,0,0
mp-bloy,Li2TiPCO7,2.058723306802502,1.963837132902791,2.1264170887201304,0.0681047972116788,6.0,2.840869426780504,,0.0307265425409313,1.0,2,2.000136,2,1,-2.573216753303571,0.130067195416671,24,11.703148046668543,2.562611109643796,5,0.251199999999999,3.96459312,0,0
mp-blri,Li3TiPCO7,2.1851737934326056,2.1044791708517003,2.263852161852755,0.0645618034632982,6.0,2.5197156980987265,,0.0254155727099396,1.0,2,4.0004854,2,1,-2.4283588498443223,0.279568907307691,26,10.856970191611502,2.631511947785218,5,0.1017,5.53870997,0,0
mp-bofba,CsTiH10C4O13,2.0705633748054373,1.6703964883431717,2.318483976578485,0.2245858942799866,6.0,2.9101145043906165,,0.0915839161411246,1.0,2,2.0038936,0,0,-1.504732284672018,0.16084498543103,58,11.66873427079634,2.192930798008052,5,0.0,1.3885962,0,0
mp-bqwwd,LiTiPCO7,1.9749116347743816,1.879278797367804,2.044996408661816,0.0587705953403885,6.0,3.085089327710498,,0.0268390019545986,1.0,2,0.0,0,0,-2.658894087846319,0.038901723636367,22,12.54821691596649,2.523803741114202,5,2.7346,-0.03463503,0,0
mp-bqzri,K2TiPCO7,2.0862329274913662,1.97907321969452,2.1489738998655117,0.064680821809122,6.0,2.7652888233086914,,0.0275633308702253,1.0,2,2.0041746,2,1,-2.558234092706348,0.112380524270834,24,15.81890885323608,2.458472940037145,5,0.135299999999999,3.06208987,0,0
mp-brrle,Na2TiPCO7,2.074222049375545,2.016282987067914,2.1263419875162213,0.0459739603523158,6.0,2.793284313292899,,0.0208338183780932,1.0,2,2.0051646,2,1,-2.5469447367279,0.080607732830207,24,13.100818361457227,2.628249445613305,5,0.1996,3.70279229,0,0
mp-cshdy,LiTiV2CrO10,1.818432425518503,1.6201480415759946,1.998616084055959,0.0697854373623699,4.5,2.743316255925701,1.1901903584117497,,0.0,4,0.9997435,3,1,-2.347539233111112,0.139181714845699,15,15.15625453107955,2.692878896571089,5,1.0597,-0.52312122,0,1
mp-cshod,LiTiV2CrO10,1.812546839951162,1.6174074633239997,1.9156117227305969,0.0586014737402415,4.5,2.754707128816521,1.1853113619493585,,0.0,4,1.0005834,3,1,-2.328680203111112,0.158040744845699,15,15.057355812444396,2.710566083858676,5,0.1706,0.17358329,0,1
mp-ewbul,MgTiV2CrO10,1.8401547125435491,1.6323291919500005,2.0141472141497667,0.0736362154376639,4.5,2.685341377474872,1.2156845456415288,,0.0,4,1.9996338999999992,3,1,-2.409613623222222,0.23445345777778,15,15.808222893046247,2.7034157027289343,5,0.6473,0.36473033,0,1
mp-ewbve,MgTiV2CrO10,1.8376201200839437,1.6276773190589997,1.9981155186230313,0.068430774804218,4.5,2.6853460712562107,1.234149037721222,,0.0,4,1.9999542,1,1,-2.439814013222222,0.204253067777781,15,15.468776159903316,2.762739441021645,5,1.5419,-0.07148437,0,1
mp-croue,Li2TiMn2NiO8,1.9889821975442556,1.9307632546971496,2.07768378864993,0.0180541933543202,6.0,3.0405405777933496,1.7966515339693132,0.0086255169143169,1.0,8,2.3300000000000004e-05,6,1,-2.260828330418719,0.025739022202376,28,10.454183724441206,4.065316241023503,5,0.7694000000000001,2.69683494,0,1
mp-crwqq,Ba4Ta2TiZnO12,2.0264444559827166,1.9519263903999995,2.108722366128,0.0447703820307402,6.0,2.9274639941271534,,0.0208369702570745,1.0,3,0.0043704,0,0,-3.266062606899999,0.019100291999992,20,13.899526477766534,7.266435344247421,5,1.289199999999999,2.7576861,0,0
mp-bmodb,Na3SrTiNb3O12,2.004521301022525,1.9774195797447036,2.0222713086350903,0.0065998431302321,6.0,2.9868736203622057,,0.0029481994632089,1.0,8,0.0031146,0,0,-2.989740895123564,0.031791751749997,40,12.590250671185617,4.452426251655455,5,1.5664999999999991,2.01367072,0,0
mp-bnijl,SrLaTiMnO6,1.994805383858861,1.9336163009404423,2.054559183713832,0.0231354849199539,6.0,3.0175297193469888,1.5172752426544087,0.0086291680186892,1.0,8,15.9978927,4,1,-3.261345454626437,0.083420910011914,40,12.336270426125465,5.725165986457553,5,0.0,5.86943607,0,1
mp-bnuqd,BaLa3TiCr3O12,2.00197077178699,1.9484886074363383,2.034332224679058,0.0165281828583337,6.0,2.9951344766713257,1.2439608954178791,0.0073937831745776,1.0,8,5.9659604,6,1,-3.242357749166665,0.028179253624999,40,12.405359286669484,6.357461823300956,5,1.8926999999999992,5.88346625,0,1
mp-cqlln,TiH19C6N3Cl2,2.1809054606003713,1.8863004195892683,2.42070496639411,0.2418543481716122,5.0,2.1863407773187085,,,0.0,4,0.0001813,0,0,-0.387882027083334,0.140708566330643,124,13.476675492141585,1.00165747426167,5,2.462399999999999,-1.6208673500000002,0,0
mp-bnoag,Li2TiFe(PO4)3,1.998518791080362,1.884171507223899,2.1113986310457333,0.0612159122306811,6.0,3.015246420467171,1.8148324008210484,0.0261930837460035,1.0,8,20.0085886,4,1,-2.755892690206766,0.000625970000007,76,12.020502019637735,2.926493070507757,5,2.4993,1.05864869,0,1
mp-boasi,K2TiH2O3F4,1.9795291287011243,1.8958777235766215,2.186286952908084,0.1001002805031565,7.0,3.5983948128298593,,,0.0,4,0.0,0,0,-2.589494819819445,0.005942616041662,48,13.818156397774814,2.524300982547448,5,2.5197000000000003,-0.2620233,0,0
mp-crhbh,Ti3NiBi2(PbO6)2,2.048704607086058,1.8151979190384435,2.362150292820568,0.1676104114581343,6.0,2.9232851483692555,2.2329098127099143,0.0754347955439865,1.0,16,0.000366399999999,4,1,-2.400840367124999,0.034925451874999,80,13.276598377607176,7.671004526288396,5,2.6568,4.8027651,0,1
mp-cpugt,V6Si5,2.544261453995053,2.425306208097447,2.6615621398647535,0.0482388347191576,7.0,2.1691319668765523,1.5230652590055616,0.0108708421475668,0.3333333333333333,12,0.0015833,0,0,-0.468821032121209,0.099223930151516,22,13.437384744190904,5.011306948646439,2,0.0,8.23704789,0,1
mp-blo,V6Si5,2.519168148613121,2.35152261181905,2.6729871145074062,0.0707941054050686,6.0,1.9310140077452156,2.1070650051751953,,0.0,12,0.004508199999999,0,0,-0.557532025454546,0.01051293681818,22,12.869660309565043,5.232372721613457,2,0.0,8.55858934,0,1
mp-crfor,V6Ga7,2.6311871602390733,2.562789621506097,2.699797518744244,0.0334945717759406,6.5,1.8743925170021507,2.033566841711671,,0.0,12,5.9000000000000025e-05,0,0,-0.220780689999998,0.040851295384616,26,14.69914783496667,6.897241607518067,2,0.0,5.35144982,0,1
mp-bcuj,V6O13,1.9615300742120043,1.6756695194961495,2.307048517787597,0.1547087127849038,6.0,3.1848089767521084,1.020840243220499,0.0585154834466483,1.0,6,1.0123238,6,1,-2.354573986052631,0.081887637105264,19,12.112941095404906,3.706002800499668,2,0.0,2.4638404,0,1
