material_id,formula,bl_mean,bl_min,bl_max,bl_std,coord_num,bandwidth_W,uw_ratio,distortion,frac_octahedral,n_tm_sites,total_magnetization,num_magnetic_sites,is_magnetic,formation_energy_per_atom,energy_above_hull,nsites,volume_per_atom,density,nelements,band_gap,efermi,is_mott,is_mott_uw
mp-cumvn,Sr2FeWO6,2.0456258249239534,1.9477923276170104,2.1690882850847215,0.0222550712541051,6.0,2.886742353316569,1.6363681868816409,0.0097913210329795,1.0,2,4.0000205,2,1,-2.659525187,0.003490141,10,13.230125887722494,6.412674768645109,4,2.0959,3.53904757,0,1
mp-bbxh,Sr2FeMoO6,2.00799560748288,1.9279058481999924,2.0303941518000075,0.0273459795611327,6.0,2.9792083235132383,1.6269501043790189,0.0129001499215508,1.0,2,6.0001556,2,1,-2.531505224999999,0.001081101416675,10,12.811251785751264,5.483020492104341,4,0.0,4.57729378,0,1
mp-ewead,Ba2MgFeMoO6,2.0621702568243947,1.87404158491611,2.2845942494742633,0.0623113163114392,5.0,2.3266930282302667,2.1127061015684125,0.0250430741460139,0.5,2,2.0000001,2,1,-2.381062677727273,0.194080436363643,11,14.744170092995931,5.597798302418164,5,1.5819,3.74807953,0,1
mp-ewesf,MgZn2FeWO6,2.204462242905597,2.0023456025936035,2.69053328393952,0.1678816551410784,6.0,2.5289812808212377,1.819101360732618,0.064655324974202,1.0,2,6.0000221,2,1,-1.910698767727272,0.138172532272729,11,11.458774509625528,6.465865799448448,5,1.3728,3.3323934,0,1
mp-ewfsq,KMgFe(SO4)2,2.1873571884885297,2.0094066043388055,2.4349505945202985,0.169893785042373,6.0,2.5512766720478703,2.0773913147356815,0.0719516583361988,1.0,1,3.006254,1,1,-1.889438402865384,0.306647650326926,13,17.111135934898694,2.324387611675109,5,0.027299999999999,2.45329314,0,1
mp-ewfwu,RbMgFe(SeO4)2,2.0339854904805614,1.7842764335473211,2.259779642546388,0.1522809283624201,5.0,2.459678018435664,2.1547535735473047,,0.0,1,2.9999997,2,1,-1.636282334399038,0.151848270384618,13,16.19233974338655,3.561932077102808,5,2.324799999999999,0.54672789,0,1
mp-ewggl,NaMgFe(SeO4)2,2.1296818128479225,1.9837587906675611,2.2126007510050996,0.0814983709819562,5.0,2.214964323825498,2.3928150638770966,,0.0,1,3.0,2,1,-1.550374600082061,0.221533912884618,13,14.057010956453176,3.535279285987913,5,0.169699999999999,1.92184122,0,1
mp-ewgpo,CsMgFe(MoO4)2,1.9638204993458264,1.7704338116030371,2.3760397111613636,0.0605919277052237,4.666666666666667,2.402512827638258,1.8360019896303763,0.0344830504318087,0.3333333333333333,3,4.9988057999999995,3,1,-2.035172396511937,0.170772983750004,13,16.318925464781632,4.171429288218372,5,1.6018,2.49096669,0,1
mp-ewgwk,CsMgFe(SO4)2,2.2197280465013365,2.031677225280238,2.4295874558628885,0.1694924841221176,6.0,2.4781497470082163,1.7351655222575793,0.0748115803183791,1.0,1,4.0038564,1,1,-1.8700289315119352,0.306325936423077,13,17.101277058725803,3.026397021965745,5,0.0,3.78278109,0,1
mp-blor,Li2FePO4F,2.1442073434049855,2.0776992901417963,2.2647166340326024,0.0585832497481912,6.0,2.6156919154241365,1.6439287840555818,0.022207145922774,1.0,4,8e-07,4,1,-2.591686828756613,0.04040071472222,36,10.838201375531815,3.127165604672007,5,4.1935,1.8381731,0,1
mp-cian,FeCu2H21(O5F4)2,2.012493612168915,1.9457474504329624,2.2318201605065897,0.0721879319757671,5.333333333333333,2.6555271056607155,1.7037960096543097,0.0054927153330612,0.3333333333333333,3,7.0000059,3,1,-1.5043515675297612,0.026494795337298,42,8.928536826162235,2.285286848730146,5,0.489699999999999,-0.91042526,0,1
mp-ckow,Na6Al4Fe(Si4O13)2,2.079066841905979,2.041819311620022,2.1155260158990536,0.0362351932156867,4.0,1.852460138945495,2.3212375314309086,,0.0,1,3.9999097,1,1,-3.048477230850574,0.0,45,13.287963672493415,2.6169978678075223,5,3.202499999999999,5.54223845,0,1
mp-bnnyi,KFeH5(SO5)2,2.0273556359684486,1.7431227685945,2.2633902622508533,0.1829525249549592,5.0,2.495551809246525,2.123778789269141,,0.0,1,3.9998928,1,1,-1.287818553605263,0.431936736250009,19,12.921262677781002,2.192193834952062,5,0.293,0.04640084,0,1
mp-bnnzf,Mg5Al4Fe(SiO4)6,2.183690318597679,1.990546724339472,2.622590240931155,0.1790186387468774,5.5,2.347377787486222,1.8417410420517952,0.0708061722313004,0.5,2,8.0082925,2,1,-2.944836108875,0.267959284175005,80,10.012122888098665,3.473766090924259,5,2.703899999999999,5.59632333,0,1
mp-bnoac,Na2FeSn(PO4)3,2.038660687711173,1.8878585482016164,2.2029921311625973,0.0838360183311776,6.0,2.9027742825194673,1.8258977651876849,0.0369162581862784,1.0,4,19.999192,4,1,-2.477573166141431,0.012750807092718,76,13.17784534436569,3.35218600976003,5,2.298899999999999,3.8006534,0,1
mp-bnofy,Mg11AlFeSi11O36,2.178583068706081,2.010399850390924,2.5087739148978234,0.1692366742566101,8.0,3.4288950206624484,1.545687449765103,,0.0,1,5.0000001,1,1,-2.9694714162499993,0.210932299173608,60,8.191156092965516,4.173062805366012,5,2.7518,6.01564856,0,1
mp-bnovw,Mg21FeSi12(HO16)3,1.9589188840645473,1.821524492113494,2.095117620571424,0.0936800754124628,5.0,2.623965593929146,2.0198435575002107,,0.0,1,5.0009847,1,1,-2.870370647632352,0.204195957192377,85,10.290902261512509,3.178355549780998,5,1.841,5.84106494,0,1
mp-boefk,LiFePHO5,2.0357334624332064,1.9762376875909535,2.0750873368185148,0.0244293241945944,6.0,2.8973627159812816,1.8293034965127024,0.0108582252115879,1.0,4,20.000561,2,1,-2.237572785747354,0.002035459166668,36,10.106465552154084,3.190516601433902,5,2.393399999999999,1.43971172,0,1
mp-boeta,Na3Zr3Fe(PO4)6,2.0415561918842364,1.926263041625742,2.16741180023386,0.0478537045465969,6.0,2.885504818170765,1.836777590435586,0.0194115994231262,1.0,2,9.9997514,2,1,-2.965173599918785,0.008979041824337,74,14.284006352975442,3.042382153886319,5,2.4292,3.0214005,0,1
mp-bphfn,Na3Ca18Fe(PO4)14,2.0513830604079724,2.031772031335187,2.082808891641482,0.0169449867457111,6.0,2.8521732216534765,1.8582321577675625,0.0067986395189135,1.0,1,4.9913644999999995,1,1,-3.206018535099324,0.0,92,12.964491123721418,3.029202008217404,5,2.2236,1.93966619,0,1
mp-bqinv,Mg21FeSi12(HO16)3,2.0131378457440934,1.9432416188264507,2.185584663260454,0.088892786976861,5.0,2.480944308844888,2.136283342235782,,0.0,1,5.0010248,1,1,-2.888747536808823,0.185819068015906,85,10.67607452890952,3.063686585042321,5,1.6845999999999992,3.63108194,0,1
mp-bqjey,K2FeH4(SO5)2,2.134487989340545,1.859287702559136,2.390304937978683,0.1194875605373431,6.0,2.6664813029644527,1.795512144453595,0.0444258281484456,1.0,2,9.9999544,3,1,-1.739372811026316,0.097418765877194,38,13.070096945342254,2.421932126580133,5,0.0,1.22610547,0,1
mp-bqwqo,Li4FeSb(WO6)2,1.9815287909572084,1.8791563276937613,2.1063307730309866,0.047204280977783,6.0,3.06468410123926,1.825872240449187,0.0202829993882068,1.0,6,6e-07,2,1,-2.164475514916667,0.032539880656251,40,10.583126273127473,6.001921188957745,5,2.0653,2.53804418,0,1
mp-bqzeh,Li4NbFe(WO6)2,1.9981827202585452,1.877424985815764,2.151944501273609,0.0844481447783176,6.0,3.0256997768765848,1.852407156028066,0.0378789422881116,1.0,8,10.0000587,2,1,-2.373262855166667,0.021564976999997,40,10.736942206688568,5.692818354268577,5,2.2991,1.67472324,0,1
mp-brafp,Li4FeSb(TeO6)2,2.042462822109409,1.970798020727291,2.10502563992256,0.054787939042814,6.0,2.8828261654101075,1.8384736698981736,0.0230609503208983,1.0,1,4.9999912,1,1,-1.8818121688333331,0.040168513187497,20,10.535557320960262,5.142605793217074,5,1.7911,3.791085299999999,0,1
mp-bralk,Li4FeTe(WO6)2,1.990934057398248,1.8823535061778849,2.1385665814885084,0.0570052755324838,6.0,3.039160010790141,1.505103934087283,0.0240207291199259,1.0,3,4.9939005,2,1,-2.057418581999999,0.070141213125001,20,10.825509502465795,5.912328395903009,5,0.0,3.68183612,0,1
mp-brazx,Li2FePCO7,2.060628489473639,1.9539092215505791,2.1917588679792006,0.0705190102103123,6.0,2.835834552721628,1.8689805598386864,0.0269598764844244,1.0,2,4.2106439,2,1,-2.12946254469246,0.173853103229163,24,11.378436115853589,2.7327656110537593,5,2.0936,0.93154085,0,1
mp-brfwd,Li2Zr7Fe(PO4)12,2.038124134266548,1.9495477628676523,2.1049476743739075,0.05296038471522,6.0,2.894789635621194,1.8308756998373976,0.0228294328829717,1.0,1,7.9954895,2,1,-3.0046915157483,0.021589836428578,70,14.641132209292252,2.994104316156289,5,0.0,-0.24802724,0,1
mp-brpzl,Li4FeNi5(PO4)6,2.072409729707154,1.9355275169868127,2.1824774184966733,0.052522446102122,6.0,2.804003304793651,2.1812983240367636,0.0237971365605384,1.0,6,13.9998481,6,1,-2.228039337779761,0.087299342312498,40,11.187379857901394,3.513716772614088,5,0.0,1.9726582,0,1
mp-brqhw,Li3FePCO7,2.1612819049415903,2.0475360087858485,2.390255409348972,0.0908834881314014,5.75,2.4751569034464618,1.7482092420451614,0.0369860971070964,0.75,4,16.0000005,4,1,-2.329190357664834,0.053311236153844,52,10.567794815227275,2.799950921183008,5,3.021899999999999,1.50431234,0,1
mp-brqja,Li3FePCO7,2.1808975111965263,2.0367588616624155,2.666032760606447,0.1298260030612611,6.0,2.5522923724466304,1.6858723562508582,0.0499983522647358,1.0,4,16.0000013,4,1,-2.331282983049449,0.051218610769229,52,10.59905776273435,2.791692194734786,5,3.5301,1.76894588,0,1
mp-brsfl,Na2FePCO7,2.056035524402781,1.9699371268392272,2.151998130373538,0.0805996949148349,6.0,2.851824615085787,1.8584602301545152,0.0389591440763482,1.0,4,19.9993092,4,1,-2.240261583325122,0.013015021458333,48,12.81558258574004,2.772889962716151,5,2.4391,0.646612699999999,0,1
mp-brsfp,Na2FePCO7,2.052425882760488,1.9664857987247175,2.146765013769653,0.073262469570015,6.0,2.85963435000676,1.8533850672043377,0.0337046851054152,1.0,4,20.0011849,4,1,-2.239467641866789,0.013808962916666,48,12.771944034139455,2.782364237062897,5,2.4455,0.73518158,0,1
mp-brsvd,Li2FePCO7,2.0518448826565834,1.9582637703114576,2.1747661528660647,0.0550953471373312,6.0,2.8565030918818692,1.8554331996056304,0.0222216969206791,1.0,4,19.9987248,4,1,-2.289156398650793,0.01415924927083,48,11.322833092005206,2.746185400094962,5,2.1632,0.98271956,0,1
mp-brswa,Li2FePCO7,2.0533573598532,1.9491245647132496,2.182670722212894,0.0555374355321441,6.0,2.8524998311346,1.858033218123142,0.0221756394133161,1.0,4,20.0020139,4,1,-2.289784327400793,0.013531320520829,48,11.372248248178249,2.7342525634680843,5,2.1108,0.997808799999999,0,1
mp-brsyc,LiFePCO7,2.0268640300204313,1.898474943563688,2.317618612671908,0.1086362036594034,6.0,2.945537303764086,1.799548431061765,0.0418435220673886,1.0,4,16.000435,7,1,-2.066833003225108,0.072052160056817,44,12.732600591451853,2.581843375851639,5,0.0,-0.33725435,0,1
mp-brtam,Li2FePCO7,2.052775822039051,1.969956242645981,2.1898977426947086,0.0787055805822837,6.0,2.859983837424521,1.8531595541444403,0.033735065166959,1.0,4,19.9997472,4,1,-2.284938957400793,0.01837669052083,48,11.440716556023496,2.717889108843065,5,2.441,0.71648714,0,1
mp-brtan,Li6FeCo3(PO4)6,2.003455008929795,1.8826343689752103,2.1220784105267914,0.0749343980524254,6.0,3.003060475722736,1.392245032397673,0.0357067020358773,1.0,4,8.9999955,4,1,-2.303501184946429,0.104838647687499,40,11.33220918216589,3.092274750483451,5,0.8137999999999991,1.4901216,0,1
mp-brtar,LiFePCO7,2.029028199741501,1.8937743123999533,2.3207762440597848,0.1165954293603372,6.0,2.942655314285585,1.8012205823509015,0.045856616174569,1.0,4,16.0000991,7,1,-2.06674588754329,0.072139275738636,44,12.801827663988377,2.567881817912471,5,0.0,-0.37203684,0,1
mp-brtas,LiFePCO7,2.0277586071982405,1.8847909653954036,2.266408857603003,0.1066896356979528,6.0,2.942187405905395,1.80153265332448,0.0425447269761781,1.0,4,15.9998238,7,1,-2.065043546179653,0.073841617102273,44,12.761641732974844,2.575967981412806,5,0.0,-0.31942216,0,1
mp-brtbk,Li2FePCO7,2.0489102265094594,1.9779721894731317,2.177529781662238,0.0698675539522832,6.0,2.8681882022956033,1.8478590028249051,0.0292273999502935,1.0,4,20.0066288,4,1,-2.282859679275793,0.02045596864583,48,11.42684214860011,2.721189154501987,5,2.461,0.58213167,0,1
mp-bruit,Na2FePCO7,2.0609813770738095,1.9144152520388449,2.257485714716724,0.0862307776902454,6.0,2.839918186306104,1.8662791575329376,0.034044003766661,1.0,4,20.0052416,4,1,-2.238773863741789,0.014502741041666,48,12.796694472673003,2.776982789910711,5,2.4179999999999993,3.0316608,0,1
